회사명,직무,링크
Desktop Application 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44568033&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
PaaS 솔루션(팀장/팀원),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44635509&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
클라우드 보안 엔지니어 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44644143&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[휴머스온] TMS 솔루션 유지보수/운영,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44767442&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[무하유/카피킬러] DevOps Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44625732&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
Backend Developer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44778461&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
암호 모듈 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44788407&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
시니어 검색 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44537252&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
자율주행 Dataset 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44554118&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[경력] 시스템 관리 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44806101&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[워트 개발팀] Java 백엔드 개발자 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44821578&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
백엔드 엔지니어 경력 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44828570&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
QA Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44885447&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[SW] MLOps Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44870285&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
IT End-User Support Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45084389&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[리디 주식회사] 시니어 컴퓨터 비전 엔지니어 채용 진행 중,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44940090&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
백엔드 개발자 (Backend Engineer) - PdX,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44846003&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
미들웨어/PasS 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44954904&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[잡플래닛] 시니어 백엔드 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44952510&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[서비스로봇 스타트업] Android/Back-End,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44982334&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[기술지원팀] 베리타스(Veritas Netbackup) 백업 엔지니어 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44963545&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
Software Engineer(2D/3D Human Pose Estimation),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45113251&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
Research Scientist (SwiftMR부서),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44995972&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
Linux Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44948435&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
DB보안 웹보안 엔지니어 채용 공고(전공 경력 무관),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45003420&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[전문연구요원] 딥러닝 알고리즘 엔지니어(경력) 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45119339&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
3D Geometry SW 엔지니어 경력사원 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44981223&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
백엔드 개발자 (경력),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44981944&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[신스타프리젠츠] 펌웨어 경력직,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45008795&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
"[재택] SPSS, DB, ASP, JSP 등 프로그래밍 인강 강사 모집",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44989129&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[PG] 개발2팀 IT개발 경력 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44992561&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[외국계] C++/Windows Application Product Developer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44989701&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
기계설계 경력직원 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44998347&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[NHN FashionGo korea] 패션고 서비스 프론트엔드 개발,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45013985&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
평택청북 시험장비 소프트웨어팀,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44976336&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
BigQuery/GCP 컨설턴트 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45020660&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
Computer Vision SW 엔지니어 경력사원 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44981185&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[연봉 1억-1억1천] 백엔드 서버개발(5년 이상),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42053522&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[Blade&Soul2] 컨텐츠 디자이너 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45148226&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
웹개발 경력직원 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43138062&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[글로벌디지털마케팅] 데이터분석 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43306104&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
HPC 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43308711&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
[웨이브릿지] Back End(Python) 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43532911&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
"ML/DL(머신러닝,딥러닝) 백엔드 엔지니어",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43642587&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
어학원 시스템 Java 개발(5년 이상),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44243041&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
기업부설연구소 엔지니어 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44481490&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
Frontend Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44558672&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=bfb73833-a1e1-4d49-ae16-fd964c49502c
Data Scientist - Signal Processing (전문연구요원 가능),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44638980&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
서버 엔지니어 (Go),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44768055&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
3D 그래픽스 엔지니어 (3D Graphic engineer),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44823692&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
백엔드 엔지니어 (4년 이상),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44865834&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[아드리엘] 프론트엔드 엔지니어 경력 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40923139&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[IT] 백엔드 SW개발 (클라우드 플랫폼),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43562142&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
백엔드 엔지니어 - Django,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43866838&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
기술부 사원 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45109294&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
SQA Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44191356&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[정규직] Software Engineer (2D/3D Human Pose Estimation),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45113027&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[리디] 시니어 백엔드 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44439192&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
DBA,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44454252&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[휴머스온] 개발팀장 (Tech Lead),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44767345&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
서버 엔지니어 (Java/Spring),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44768249&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
Cloud Architect (Technical Architect),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44854445&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
시스템 소프트웨어 개발자(경력),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45076099&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[윌로그] 품질보증엔지니어(Quality Assurance Engineer) 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45139054&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
IT 하드웨어 엔지니어 정규직 신입사원 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45087577&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[인그래디언트] 개발 팀장 (Lead software developer),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45104885&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[마케팅] 모바일게임 마케팅기획 담당,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45151089&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
Machine Learning Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44974157&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
Software Engineer (Mobile AI Object detection/tracking),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45112717&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
데이터 사이언티스트,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45123866&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[경력] 반도체 회로 설계 개발자 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45129226&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
서버/백엔드 개발자 모집 (3년이상 경력),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45076225&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[윌로그] 백엔드 Node.js 개발자 (Back-end Node.js Developer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45139012&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
[제로아이즈] 안드로이드 App 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45133212&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a23b483f-ee98-42a0-88da-801aa785f6e1
